e,n,d
254.41351708867103,254.41344260146033,3700
254.28186725386823,254.28179255154487,3701
254.15002267510857,254.14994775735437,3702
254.01798332339266,254.01790818988934,3703
253.88574916967542,253.88567382010467,3704
253.75332018486125,253.75324461890477,3705
253.62069633980613,253.6206205571455,3706
253.48787760531894,253.4878016056357,3707
253.35486395215784,253.35478773513353,3708
253.22165535103179,253.22157891634782,3709
253.0882517726031,253.0881751199409,3710
252.9546531874845,252.95457631652548,3711
252.82085956623905,252.82078247666445,3712
252.68687087938173,252.68679357087285,3713
252.55268709737774,252.5526095696158,3714
252.41830819064376,252.41823044330997,3715
252.28373412954787,252.28365616232333,3716
252.14896488440897,252.14888669697473,3717
252.0140004254958,252.01392201753288,3718
251.8788407230282,251.8787620942176,3719
251.7434857471797,251.74340689720236,3720
251.6079354680715,251.6078563966083,3721
251.4721898557749,251.4721105625066,3722
251.33624888031545,251.3361693649229,3723
251.2001125116668,251.2000327738307,3724
251.0637807197542,251.06370075915527,3725
250.92725347445312,250.92717329077198,3726
250.79053074558922,250.79045033850645,3727
250.6536125029399,250.653531872136,3728
250.51649871623397,250.51641786138947,3729
250.37918935514725,250.3791082759426,3730
250.24168438930758,250.24160308542315,3731
250.1039837882966,250.10390225941268,3732
249.96608752164082,249.96600576743774,3733
249.8279955588215,249.82791357897952,3734
249.68970786926687,249.68962566346613,3735
249.55122442235844,249.55114199027912,3736
249.4125451874264,249.4124625287485,3737
249.27367013375093,249.2735872481546,3738
249.13459923056382,249.134516117729,3739
248.995332447044,248.99524910665062,3740
248.85586975232454,248.85578618405248,3741
248.71621111548535,248.71612731901445,3742
248.57635650555875,248.57627248056883,3743
248.43630589152477,248.4362216376955,3744
248.29605924231504,248.29597475932613,3745
248.1556165268108,248.1555318143419,3746
248.01497771384282,248.0148927715735,3747
247.87414277219227,247.8740575998021,3748
247.73311167058964,247.73302626775802,3749
247.5918843777148,247.5917987441212,3750
247.45046086219918,247.45037499752297,3751
247.3088410926207,247.30875499654124,3752
247.16702503751083,247.16693870970732,3753
247.02501266534813,247.02492610549984,3754
246.8828039445611,246.88271715234723,3755
246.7403988435287,246.74031181862836,3756
246.59779733057877,246.597710072671,3757
246.45499937398898,246.4549118827528,3758
246.3120049419849,246.31191721709925,3759
246.16881400274383,246.16872604388766,3760
246.0254265243911,246.02533833124323,3761
245.88184247500237,245.88175404724166,3762
245.7380618226013,245.7379731599065,3763
245.5940845351617,245.59399563721146,3764
245.44991058060558,245.4498214470786,3765
245.30553992680612,245.305450557381,3766
245.16097254158433,245.16088293593958,3767
245.0162083927089,245.01611855052306,3768
244.87124744790057,244.87115736885204,3769
244.7260896748286,244.72599935859574,3770
244.58073504110854,244.58064448736977,3771
244.43518351430816,244.43509272274167,3772
244.28943506194102,244.2893440322251,3773
244.14348965147354,244.14339838328638,3774
243.99734725031684,243.9972557433365,3775
243.85100782583368,243.85091607973828,3776
243.70447134533424,243.70437935980175,3777
243.55773777607777,243.5576455507862,3778
243.41080708527346,243.4107146199007,3779
243.26367924007607,243.26358653429998,3780
243.11635420759285,243.11626126109118,3781
242.96883195487595,242.9687387673265,3782
242.8211124489291,242.82101902000954,3783
242.67319565670292,242.6731019860909,3784
242.52508154509684,242.52498763246993,3785
242.37677008095827,242.37667592599402,3786
242.22826123108348,242.22816683345937,3787
242.0795549622173,242.07946032161072,3788
241.93065124105274,241.9305563571411,3789
241.78155003423018,241.78145490669075,3790
241.63225130833968,241.63215593684976,3791
241.4827550299187,241.48265941415548,3792
241.33306116545256,241.33296530509318,3793
241.18316968137515,241.18307357609672,3794
241.03308054406915,241.0329841935487,3795
240.88279371986303,240.88269712377755,3796
240.73230917503597,240.73221233306236,3797
240.58162687581282,240.581529787628,3798
240.43074678836734,240.4306494536481,3799
240.27966887882212,240.2795712972452,3800
240.12839311324672,240.12829528448887,3801
239.97691945765663,239.97682138139453,3802
239.82524787801793,239.8251495539281,3803
239.67337834024352,239.67327976800257,3804
239.52131081019334,239.5212119894777,3805
239.3690452536758,239.36894618416193,3806
239.21658163644534,239.2164823178096,3807
239.06391992420654,239.06382035612526,3808
238.91106008260934,238.91096026475878,3809
238.75800207725123,238.7579020093076,3810
238.60474587367895,238.60464555531837,3811
238.45129143738416,238.45119086828274,3812
238.29763873380813,238.29753791364192,3813
238.1437877283371,238.14368665678205,3814
237.98973838630684,237.98963706303888,3815
237.83549067300004,237.83538909769504,3816
237.68104455364377,237.6809427259776,3817
237.52639999341596,237.5262979130643,3818
237.3715569574391,237.37145462407767,3819
237.2165154107841,237.2164128240885,3820
237.0612753184683,237.06117247811414,3821
236.90583664545608,236.9057335511189,3822
236.7501993566591,236.75009600801437,3823
236.59436341693495,236.59425981365806,3824
236.43832879108916,236.43822493285546,3825
236.28209544387323,236.281991330358,3826
236.12566333998592,236.1255589708644,3827
235.96903244407258,235.96892781902,3828
235.81220272072497,235.81209783941642,3829
235.65517413448197,235.6550689965925,3830
235.49794664982886,235.4978412550335,3831
235.3405202311966,235.34041457917021,3832
235.18289484296454,235.1827889333821,3833
235.0250704494569,235.02496428199325,3834
234.86704701494415,234.866940589274,3835
234.7088245036446,234.7087178194427,3836
234.55040287972196,234.55029593666296,3837
234.39178210728625,234.39167490504477,3838
234.23296215039346,234.23285468864398,3839
234.07394297304677,234.0738352514638,3840
233.91472453919351,233.91461655745147,3841
233.75530681273045,233.75519857050375,3842
233.59568975749755,233.5955812544604,3843
233.43587333728095,233.43576457310763,3844
233.2758575158138,233.2757484901785,3845
233.11564225677552,233.1155329693524,3846
232.9552275237906,232.95511797425362,3847
232.7946132804297,232.79450346845297,3848
232.6337994902084,232.63368941546577,3849
232.4727861165899,232.47267577875536,3850
232.3115731229817,232.31146252172903,3851
232.1501604727365,232.15004960773945,3852
231.9885481291543,231.9884370000866,3853
231.8267360554795,231.8266246620148,3854
231.6647242149021,231.66461255671396,3855
231.5025125705581,231.5024006473201,3856
231.34010108552826,231.33998889691378,3857
231.17748972284016,231.1773772685226,3858
231.01467844546517,231.01456572511796,3859
230.85166721632066,230.85155422961705,3860
230.6884559982687,230.6883427448819,3861
230.52504475411695,230.52493123372014,3862
230.36143344661912,230.36131965888538,3863
230.1976220384729,230.1975079830753,3864
230.03361049232205,230.03349616893354,3865
229.86939877075363,229.86928417904713,3866
229.70498683630143,229.70487197594977,3867
229.54037465144316,229.5402595221192,3868
229.37556217860327,229.37544677997974,3869
229.210549380148,229.21043371189754,3870
229.04533621839047,229.04522028018567,3871
228.8799226555888,228.87980644710228,3872
228.71430865394467,228.71419217484885,3873
228.54849417560487,228.5483774255722,3874
228.38247918266137,228.3823621613642,3875
228.21626363715046,228.21614634426112,3876
228.04984750105245,228.04972993624318,3877
227.88323073629212,227.88311289923507,3878
227.7164133047388,227.7162951951061,3879
227.54939516820792,227.54927678567162,3880
227.38217628845632,227.38205763268843,3881
227.21475662718717,227.2146376978596,3882
227.04713614604736,227.04701694283196,3883
226.8793148066278,226.8791953291964,3884
226.71129257046445,226.7111728184888,3885
226.54306939903574,226.54294937218748,3886
226.37464525376504,226.37452495171578,3887
226.2060200960211,226.20589951844244,3888
226.03719388711352,226.0370730336769,3889
225.8681665882994,225.86804545867628,3890
225.69893816077618,225.6988167546379,3891
225.52950856568845,225.52938688270626,3892
225.35987776412225,225.35975580396746,3893
225.19004571710877,225.18992347945255,3894
225.02001238562121,225.0198898701346,3895
224.84977773057875,224.84965493693284,3896
224.67934171284244,224.6792186407082,3897
224.50870429321606,224.5085809422644,3898
224.33786543244963,224.3377418023514,3899
224.16682509123473,224.16670118166073,3900
223.99558323020665,223.9954590408276,3901
223.82413980994403,223.82401534043058,3902
223.652494790969,223.65237004099174,3903
223.48064813374643,223.4805231029759,3904
223.30859979868453,223.30847448679117,3905
223.13634974613691,223.13622415279113,3906
222.96389793639543,222.96377206126755,3907
222.79124432969923,222.79111817245953,3908
222.61838888623018,222.61826244654887,3909
222.4453315661097,222.4452048436569,3910
222.27207232940586,222.27194532385167,3911
222.09861113612786,222.0984838471423,3912
221.924947946228,221.92482037348097,3913
221.75108271960102,221.7509548627624,3914
221.57701541608537,221.57688727482503,3915
221.4027459954607,221.4026175694483,3916
221.22827441745034,221.2281457063556,3917
221.05360064172038,221.05347164521294,3918
220.87872462787814,220.8785953456275,3919
220.70364633547393,220.70351676714958,3920
220.52836572400116,220.52823586927255,3921
220.35288275289545,220.35275261143192,3922
220.17719738153414,220.17706695300495,3923
220.00130956923698,220.00117885331136,3924
219.82521927526528,219.8250882716124,3925
219.6489264588244,219.6487951671133,3926
219.47243107906075,219.47229949896047,3927
219.29573309506168,219.29560122624116,3928
219.11883246585757,219.1187003079857,3929
218.9417291504216,218.9415967031672,3930
218.76442310766774,218.76429037069954,3931
218.58691429645182,218.58678126943852,3932
218.40920267557107,218.40906935818128,3933
218.2312882037662,218.23115459566844,3934
218.05317083971838,218.05303694058117,3935
217.87485054204964,217.8747163515414,3936
217.69632726932508,217.69619278711411,3937
217.51760098005064,217.51746620580525,3938
217.33867163267377,217.33853656606215,3939
217.15953918558398,217.15940382627426,3940
216.980203597111,216.98006794477126,3941
216.80066482552573,216.80052887982396,3942
216.62092282904277,216.62078658964694,3943
216.44097756581533,216.44084103239328,3944
216.2608289939384,216.26069216615792,3945
216.08047707144905,216.08033994897792,3946
215.89992175632466,215.8997843388305,3947
215.7191630064833,215.71902529363376,3948
215.5382007797853,215.53806277124787,3949
215.35703503403016,215.35689672947223,3950
215.17566572696035,215.17552712604936,3951
214.9940928162561,214.9939539186594,3952
214.81231625954075,214.81217706492552,3953
214.63033601437832,214.63019652241178,3954
214.44815203827284,214.4480122486221,3955
214.26576428866878,214.26562420100086,3956
214.08317272295116,214.08303233693303,3957
213.9003772984458,213.90023661374437,3958
213.71737797241903,213.71723698870113,3959
213.53417470207677,213.53403341900918,3960
213.3507674445661,213.35062586181544,3961
213.16715615697456,213.16701427420747,3962
212.98334079632855,212.98319861321167,3963
212.79932131959515,212.7991788357949,3964
212.6150976836825,212.61495489886525,3965
212.4306698454385,212.43052675927066,3966
212.2460377616505,212.24589437379828,3967
212.06120138904555,212.06105769917514,3968
211.8761606842906,211.87601669206816,3969
211.6909156039938,211.6907713090854,3970
211.5054661047012,211.50532150677282,3971
211.31981214289942,211.31966724161694,3972
211.13395367501522,211.13380847004447,3973
210.94789065741423,210.947745148421,3974
210.76162304640167,210.76147723305172,3975
210.57515079822332,210.57500468018222,3976
210.38847386906224,210.38832744599551,3977
210.20159221504284,210.20144548661602,3978
210.01450579222796,210.01435875810643,3979
209.82721455661988,209.82706721646903,3980
209.63971846415953,209.6395708176446,3981
209.45201747072832,209.4518695175145,3982
209.26411153214622,209.26396327189863,3983
209.07600060417184,209.07585203655555,3984
208.88768464250134,208.8875357671813,3985
208.6991636027734,208.69901441941454,3986
208.51043744056295,208.51028794883013,3987
208.32150611138488,208.32135631094283,3988
208.13236957069063,208.13221946120407,3989
207.9430277738729,207.94287735500643,3990
207.75348067626226,207.75332994768038,3991
207.5637282331282,207.5635771944954,3992
207.3737703996778,207.37361905065853,3993
207.18360713105648,207.18345547131503,3994
206.9932383823498,206.9930864115504,3995
206.8026641085803,206.80251182638716,3996
206.61188426470812,206.61173167078533,3997
206.42089880563265,206.42074589964423,3998
206.2297076861925,206.22955446780242,3999
206.038310861162,206.03815733003412,4000
205.84670828525591,205.84655444105408,4001
205.6548999131254,205.65474575551332,4002
205.4628856993599,205.46273122800125,4003
205.27066559848737,205.27051081304572,4004
205.0782395649731,205.07808446511194,4005
204.88560755321905,204.88545213860186,4006
204.69276951756666,204.69261378785677,4007
204.49972541229477,204.4995693671555,4008
204.30647519161977,204.30631883071428,4009
204.11301880969432,204.11286213268582,4010
203.91935622060953,203.91919922716102,4011
203.7254873783943,203.72533006816877,4012
203.53141223701414,203.53125460967453,4013
203.33713075037204,203.33697280558118,4014
203.14264287230816,203.1424846097288,4015
202.94794855659993,202.94778997589478,4016
202.75304775696316,202.7528888577948,4017
202.55794042704824,202.55778120907922,4018
202.36262652044397,202.3624669833368,4019
202.16710599067633,202.16694613409334,4020
201.97137879120737,201.97121861481088,4021
201.7754448754368,201.77528437888895,4022
201.5793041967005,201.57914337966355,4023
201.38295670826986,201.38279557040588,4024
201.18640236335614,201.18624090432712,4025
200.9896411151043,200.98947933457214,4026
200.7926729165963,200.79251081422285,4027
200.59549772085268,200.59533529629974,4028
200.39811548082707,200.3979527337563,4029
200.20052614941142,200.2003630794845,4030
200.002729679433,200.00256628631143,4031
199.80472602365612,199.80456230700136,4032
199.60651513478163,199.6063510942551,4033
199.40809696544488,199.40793260070785,4034
199.20947146821914,199.20930677893284,4035
199.01063859561106,199.01047358143666,4036
198.81159830006567,198.8114329606642,4037
198.61235053396354,198.61218486899605,4038
198.4128952496185,198.4127292587459,4039
198.21323239928216,198.2130660821653,4040
198.013361935143,198.01319529144263,4041
197.8132838093224,197.81311683869922,4042
197.6129979738795,197.61283067599413,4043
197.4125043808065,197.41233675531942,4044
197.21180298203288,197.21163502860458,4045
197.01089372942258,197.0107254477134,4046
196.80977657477519,196.80960796444546,4047
196.60845146982567,196.60828253053558,4048
196.40691836624336,196.40674909765306,4049
196.2051772156337,196.20500761740325,4050
196.0032279695355,196.00305804132483,4051
195.8010705794248,195.80090032089385,4052
195.5987049967112,195.59853440751982,4053
195.39613117273836,195.39596025254622,4054
195.19334905878557,195.19317780725237,4055
194.9903586060675,194.99018702285284,4056
194.7871597657314,194.7869878504947,4057
194.58375248886227,194.583580241263,4058
194.3801367264761,194.37996414617362,4059
194.17631242952524,194.17613951617878,4060
193.97227954889604,193.97210630216478,4061
193.76803803541026,193.7678644549533,4062
193.56358783982114,193.5634139252975,4063
193.35892891281796,193.3587546638866,4064
193.1540612050244,193.15388662134416,4065
192.94898466699755,192.94880974822723,4066
192.74369924922865,192.7435239950269,4067
192.53820490214258,192.53802931216805,4068
192.3325015760978,192.332325650009,4069
192.12658922138738,192.12641295884276,4070
191.92046778823754,191.9202911888955,4071
191.71413722680768,191.7139602903265,4072
191.50759748719216,191.50742021323003,4073
191.3008485194169,191.3006709076319,4074
191.09389027344406,191.09371232349434,4075
190.8867226991659,190.88654441070935,4076
190.67934574641077,190.67916711910533,4077
190.47175936493778,190.47158039844118,4078
190.2639635044406,190.26378419841058,4079
190.0559581145467,190.05577846864094,4080
189.84774314481518,189.84756315869117,4081
189.6393185447381,189.63913821805335,4082
189.4306842637423,189.4305035961542,4083
189.22184025118491,189.2216592423507,4084
189.012786456357,189.01260510593397,4085
188.80352282848287,188.80334113612815,4086
188.5940493167193,188.5938672820899,4087
188.3843658701548,188.3841834929077,4088
188.1744724378101,188.17428971760222,4089
187.96436896864,187.96418590512815,4090
187.75405541152892,187.75387200436978,4091
187.5435317152982,187.54334796414844,4092
187.33279782869653,187.33261373321272,4093
187.12185370040766,187.12166926024622,4094
186.91069927904547,186.91051449386282,4095
186.6993345131571,186.69914938260956,4096
186.48775935122308,186.4875738749668,4097
186.2759737416515,186.2757879193427,4098
186.06397763278596,186.06379146408062,4099
185.8517709729011,185.8515844574552,4100
185.63935371020256,185.63916684767202,4101
185.42672579282709,185.42653858286766,4102
185.21388716884428,185.21369961111165,4103
185.00083778625446,185.00064988040435,4104
184.78757759298907,184.78738933867692,4105
184.5741065369121,184.5739179337934,4106
184.36042456581595,184.36023561354608,4107
184.1465316274274,184.1463423256617,4108
183.93242766940352,183.9322380177971,4109
183.71811263933117,183.71792263753915,4110
183.50358648472906,183.50339613240652,4111
183.2888491530456,183.2886584498474,4112
183.0739005916621,183.0737095372432,4113
182.85874074788873,182.85854934190382,4114
182.6433695689683,182.64317781107206,4115
182.42778700207094,182.42759489191803,4116
182.21199299430063,182.21180053154552,4117
181.99598749269057,181.9957946769877,4118
181.77977044420413,181.77957727520783,4119
181.56334179573466,181.5631482730992,4120
181.34670149410601,181.34650761748554,4121
181.12984948607325,181.12965525512183,4122
180.91278571832032,180.91259113269197,4123
180.6955101374602,180.6953151968088,4124
180.47802269003824,180.4778273940176,4125
180.2603233225291,180.26012767079297,4126
180.04241198133477,180.04221597353677,4127
179.82428861279067,179.82409224858435,4128
179.6059531631589,179.60575644219773,4129
179.38740557863176,179.38720850056913,4130
179.16864580533218,179.16844836982136,4131
178.94967378931256,178.94947599600675,4132
178.73048947655107,178.7302913251034,4133
178.5110928129616,178.5108943030251,4134
178.29148374438117,178.29128487560877,4135
178.07166221657923,178.07146298862378,4136
177.85162817525293,177.85142858776717,4137
177.6313815660293,177.6311816186659,4138
177.41092233446335,177.4107220268749,4139
177.19025042604,177.19004975787897,4140
176.96936578617144,176.96916475709025,4141
176.74826836020017,176.74806696985115,4142
176.52695809339565,176.526756341431,4143
176.30543493095723,176.3052328170291,4144
176.08369881801192,176.08349634177233,4145
175.8617496996157,175.86154686071663,4146
175.6395875207525,175.6393843188458,4147
175.4172122263342,175.41700866107163,4148
175.19462376119998,175.19441983223328,4149
174.97182207012003,174.97161777710073,4150
174.74880709778944,174.74860244036907,4151
174.52557878883266,174.52537376666265,4152
174.30213708780178,174.30193170053343,4153
174.07848193917684,174.07827618646138,4154
173.85461328736488,173.85440716885344,4155
173.6305310767006,173.63032459204427,4156
173.40623525144738,173.4060284002971,4157
173.18172575579422,173.18151853780083,4158
172.95700253385974,172.95679494867403,4159
172.7320655296873,172.73185757695995,4160
172.5069146872499,172.50670636663153,4161
172.28154995044616,172.28134126158727,4162
172.0559712631018,172.0557622056528,4163
171.83017856896922,171.8299691425804,4164
171.60417181173,171.6039620160516,4165
171.3779509349896,171.37774076967176,4166
171.15151588228073,171.1513053469735,4167
170.92486659706606,170.92465569141936,4168
170.69800302272944,170.69779174639316,4169
170.47092510258597,170.47071345520985,4170
170.24363277987445,170.24342076110818,4171
170.01612599776107,170.01591360725422,4172
169.7884046993374,169.78819193673948,4173
169.56046882762175,169.5602556925821,4174
169.33231832555964,169.3321048177276,4175
169.10395313602115,169.1037392550459,4176
168.87537320180232,168.87515894733298,4177
168.64657846562523,168.64636383731084,4178
168.4175688701384,168.41735386762787,4179
168.1883443579157,168.18812898085787,4180
167.95890487145576,167.95868911949933,4181
167.72925035318417,167.7290342259778,4182
167.49938074545008,167.49916424264237,4183
167.26929599053088,167.26907911177022,4184
167.0389960306268,167.03877877556158,4185
166.80848080786345,166.80826317614193,4186
166.57775026429283,166.57753225556317,4187
166.3468043418904,166.3465859558007,4188
166.11564298255828,166.11542421875652,4189
165.88426612812341,165.88404698625746,4190
165.65267372033549,165.65245420005314,4191
165.42086570086934,165.4206458018183,4192
165.1888420113271,165.18862173315497,4193
164.9566025932331,164.95638193558736,4194
164.72414738803604,164.7239263505641,4195
164.4914763371104,164.49125491945964,4196
164.2585893817539,164.25836758357144,4197
164.02548646318814,164.02526428412116,4198
163.792167522561,163.7919449622565,4199
163.55863250094043,163.55840955904537,4200
163.3248813393225,163.3246580154837,4201
163.09091397862505,163.09069027248924,4202
162.8567303596904,162.85650627090422,4203
162.62233042328364,162.62210595149364,4204
162.38771411009404,162.38748925494664,4205
162.15288136073463,162.1526561218762,4206
161.91783211574187,161.91760649281866,4207
161.68256631557514,161.6823403082333,4208
161.4470839006166,161.44685750850218,4209
161.21138481117472,161.21115803393369,4210
160.97546898747672,160.97524182475493,4211
160.73933636967575,160.739108821119,4212
160.5029868978463,160.50275896310023,4213
160.2664205119869,160.26619219069704,4214
160.02963715201793,160.0294084438298,4215
159.79263675778355,159.79240766234253,4216
159.55541926904863,159.55518978599994,4217
159.3179846255039,159.31775475449274,4218
159.0803327667582,159.08010250742967,4219
158.84246363234607,158.84223298434512,4220
158.6043771617223,158.6041461246938,4221
158.3660732942655,158.36584186785424,4222
158.12755196927415,158.12732015312483,4223
157.88881312597152,157.88858091972872,4224
157.64985670349958,157.64962410680775,4225
157.4106826409259,157.41044965342945,4226
157.17129087723586,157.17105749857905,4227
156.93168135133985,156.93144758116685,4228
156.6918540020669,156.69161984002181,4229
156.45180876816823,156.45157421389504,4230
156.2115455883189,156.21131064146147,4231
155.9710644011119,155.97082906131405,4232
155.7303651450631,155.73012941196848,4233
155.48944775860923,155.48921163186145,4234
155.24831218010894,155.24807565935143,4235
155.00695834783915,155.00672143271532,4236
154.7653862000006,154.7651488901537,4237
154.52359567471294,154.5233579697862,4238
154.28158671001648,154.28134860965292,4239
154.0393592438737,154.0391207477163,4240
153.79691321416564,153.79667432185732,4241
153.55424855869404,153.55400926987753,4242
153.31136521518272,153.3111255295007,4243
153.06826312127328,153.06802303836832,4244
152.82494221452873,152.82470173404332,4245
152.58140243243088,152.58116155400734,4246
152.3376437123852,152.3374024356658,4247
152.09366599171008,152.093424316337,4248
151.8494692076516,151.84922713326685,4249
151.60505329736986,151.60481082361545,4250
151.36041819794505,151.36017532446277,4251
151.11556384638038,151.11532057281204,4252
150.87049017959455,150.87024650558175,4253
150.62519713442842,150.62495305961272,4254
150.37968464763867,150.3794401716615,4255
150.13395265590404,150.13370777840674,4256
149.8880010958214,149.8877558164452,4257
149.64182990390685,149.64158422229286,4258
149.39543901659283,149.39519293238212,4259
149.14882837023507,149.14858188306852,4260
148.9019979011033,148.90175101062175,4261
148.65494754538858,148.6547002512327,4262
148.4076772391999,148.40742954101032,4263
148.16018691856394,148.15993881598118,4264
147.91247651942447,147.9122280120889,4265
147.66454597764772,147.66429706519963,4266
147.41639522901247,147.41614591109206,4267
147.16802420921968,147.16777448546702,4268
146.91943285388638,146.91918272394147,4269
146.67062109854731,146.67037056205,4270
146.42158887865455,146.4213379352446,4271
146.17233612957847,146.17208477889557,4272
145.92286278660848,145.92261102829215,4273
145.67316878494677,145.67291661863652,4274
145.42325405971846,145.42300148505356,4275
145.17311854596014,145.17286556257986,4276
144.92276217863062,144.9225087861741,4277
144.67218489260352,144.67193109070976,4278
144.42138662266785,144.42113241097582,4279
144.17036730353198,144.17011268168042,4280
143.91912686981962,143.91887183744728,4281
143.66766525607093,143.6674098128164,4282
143.4159823967428,143.41572654224456,4283
143.16407822620945,143.16382196010588,4284
142.91195267875955,142.91169600068895,4285
142.65960568860112,142.65934859820163,4286
142.40703718985338,142.40677968676306,4287
142.15424711655643,142.15398920041326,4288
141.90123540266364,141.90097707310545,4289
141.64800198204438,141.6477432387089,4290
141.39454678848506,141.39428763100992,4291
141.1408697556856,141.14061018370833,4292
140.88697081726238,140.88671083042036,4293
140.63284990674933,140.6325895046799,4294
140.37850695759175,140.3782461399321,4295
140.12394190315322,140.12368066954042,4296
139.86915467671116,139.8688930267822,4297
139.61414521145804,139.61388314484978,4298
139.3589134405012,139.3586509568504,4299
139.10345929686338,139.10319639580666,4300
138.8477827134811,138.84751939465505,4301
138.59188362320606,138.59161988624706,4302
138.33576195880468,138.33549780334909,4303
138.07941765295791,138.07915307864195,4304
137.8228506382589,137.82258564471863,4305
137.56606084721878,137.56579543409018,4306
137.30904821225926,137.30878237917824,4307
137.05181266571822,137.05154641232053,4308
136.794354139845,136.79408746576632,4309
136.5366725668064,136.53640547168226,4310
136.27876787867913,136.27850036214497,4311
136.02064000745662,136.02037206914775,4312
135.76228888504355,135.7620205245952,4313
135.50371444325876,135.50344566030603,4314
135.2449166138346,135.24464740801247,4315
134.98589532841626,134.9856256993596,4316
134.72665051856112,134.72638046590473,4317
134.46718211574142,134.4669116391199,4318
134.20749005134152,134.20721915038948,4319
133.94757425665748,133.9473029310093,4320
133.68743466289936,133.6871629121894,4321
133.4270712011886,133.426799025051,4322
133.16648380256035,133.16621120062925,4323
132.9056723979598,132.90539936986917,4324
132.64463691824787,132.64436346363158,4325
132.38337729419322,132.38310341268502,4326
132.1218934564812,132.1216191477147,4327
131.8601853357061,131.8599105993149,4328
131.59825286237393,131.59797769799138,4329
131.33609596690343,131.33582037416286,4330
131.07371457962495,131.07343855815955,4331
130.81110863077916,130.81083218022198,4332
130.54827805051985,130.54800117050388,4333
130.2852227689099,130.28494545906796,4334
130.0219427159246,130.02166497588942,4335
129.75843782145097,129.75815965085513,4336
129.49470801528582,129.49442941376188,4337
129.2307532271367,129.230474194317,4338
128.96657338662266,128.9662939221395,4339
128.70216842327147,128.70188852675702,4340
128.4375382665254,128.43725793761163,4341
128.17268284573237,128.17240208405127,4342
127.90760209015332,127.90732089533668,4343
127.64229592895967,127.64201430063918,4344
127.37676429123064,127.37648222903789,4345
127.11100710595733,127.11072460952374,4346
126.84502430204074,126.8447413709977,4347
126.57881580828933,126.57853244226803,4348
126.31238155342373,126.31209775205534,4349
126.0457214660727,126.04543722898813,4350
125.77883547477512,125.77855080160532,4351
125.51172350797776,125.51143839835345,4352
125.24438549403916,125.24409994759102,4353
124.97682136122404,124.97653537758256,4354
124.70903103770766,124.70874461650325,4355
124.4410144515737,124.44072759243667,4356
124.17277153081415,124.17248423337469,4357
123.90430220333067,123.90401446721881,4358
123.63560639693299,123.63531822177868,4359
123.36668403933717,123.36639542477025,4360
123.0975350581719,123.09724600382205,4361
122.82815938096934,122.82786988646615,4362
122.5585569351733,122.55826700014623,4363
122.28872764813326,122.28843727221167,4364
122.01867144710687,122.01838062991996,4365
121.74838825926031,121.74809700043721,4366
121.47787801166697,121.47758631083667,4367
121.20714063130598,121.20684848809734,4368
120.93617604506795,120.93588345910973,4369
120.66498417974617,120.66469115066701,4370
120.39356496204422,120.39327148947262,4371
120.1219183185701,120.12162440213444,4372
119.8500441758415,119.84974981517007,4373
119.5779424602803,119.57764765500124,4374
119.30561309821698,119.30531784795835,4375
119.03305601588664,119.03276032027634,4376
118.760271139432,118.75997499809779,4377
118.4872583949026,118.48696180747214,4378
118.21401770825366,118.21372067435453,4379
117.94054900534564,117.94025152460529,4380
117.6668522119457,117.66655428399142,4381
117.3929272537265,117.39262887818543,4382
117.11877405626677,117.11847523276603,4383
116.8443925450504,116.84409327321688,4384
116.5697826454664,116.56948292492697,4385
116.2949442828112,116.29464411319253,4386
116.01987738228348,116.01957676321214,4387
115.74458186898929,115.74428080009173,4388
115.46905766793915,115.46875614884172,4389
115.19330470404722,115.19300273437611,4390
114.9173229021333,114.91702048151461,4391
114.64111218692247,114.64080931498214,4392
114.36467248304419,114.36436915940806,4393
114.08800371503025,114.08769993932404,4394
113.81110580731917,113.81080157916847,4395
113.53397868425296,113.53367400328327,4396
113.25662227007595,113.25631713591258,4397
112.97903648893981,112.97873090120797,4398
112.70122126489684,112.70091522322164,4399
112.42317652190422,112.42287002591064,4400
112.14490218382261,112.14459523313548,4401
111.86639817441556,111.86609076865963,4402
111.58766441735082,111.5873565561507,4403
111.30870083619874,111.30839251917885,4404
111.02950735443315,111.02919858121786,4405
110.75008389542978,110.74977466564332,4406
110.47043038246798,110.47012069573444,4407
110.19054673872995,110.19023659467328,4408
109.91043288730009,109.91012228554419,4409
109.63008875116387,109.62977769133241,4410
109.34951425321242,109.34920273492901,4411
109.06870931623567,109.06839733912378,4412
108.78767386292736,108.78736142661035,4413
108.50640781588254,108.50609491998361,4414
108.22491109759784,108.22459774174007,4415
107.94318363047313,107.9428698142795,4416
107.66122533680695,107.66091105990031,4417
107.37903613880144,107.37872140080444,4418
107.09661595855962,107.09630075909487,4419
106.81396471808614,106.81364905677614,4420
106.53108233928506,106.5307662157521,4421
106.24796874396233,106.24765215782858,4422
105.96462385382577,105.96430680471332,4423
105.68104759048197,105.68073007801277,4424
105.39723987543786,105.39692189923372,4425
105.1132006301035,105.11288218978609,4426
104.82892977578518,104.82861087097609,4427
104.544427233693,104.5441078640136,4428
104.25969292493605,104.2593730900077,4429
103.9747267705219,103.97440646996574,4430
103.68952869135902,103.68920792479608,4431
103.4040986082552,103.40377737530642,4432
103.11843644191771,103.11811474220383,4433
102.83254211295335,102.83221994609508,4434
102.54641554186742,102.54609290748525,4435
102.26005664906546,102.25973354677976,4436
101.97346535485144,101.97314178428249,4437
